Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
49;D;"Ds;Dc";Masina;Torino;7;5,71;5,57;0;0;0;0;0;0;0;2;0;0
140;D;"Dd;Ds;E";Hysaj;Lazio;11;5,59;5,55;0;0;0;0;0;0;0;1;0;0
226;D;Dc;Izzo;Monza;9;5,83;5,61;0;0;0;0;0;0;0;5;0;0
662;D;"Ds;Dc";Alex Sandro;Juventus;7;5,79;5,71;0;0;0;0;0;0;0;1;0;0
2130;D;E;Hateboer;Atalanta;10;5,65;5,65;0;0;0;0;0;0;1;3;0;0
4263;D;Dc;Kabasele;Udinese;10;5,75;5,8;1;0;0;0;0;0;0;5;0;0
4657;D;"Dd;E";Celik;Roma;6;5,75;5,75;0;0;0;0;0;0;0;0;0;0
4802;D;"Ds;E";Vinagre;Verona;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4897;D;Dc;Pirola;Salernitana;15;5,47;5,6;1;0;0;0;0;0;0;2;0;0
4934;D;Dc;Lovato;Torino;15;5,5;5,4;0;0;0;0;0;0;0;3;0;0
5447;D;Dc;Altare;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
5450;D;"Dd;E";Stojanovic;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5498;D;Dc;Casale;Lazio;11;5,64;5,59;0;0;0;0;0;0;0;1;0;0
5527;D;"Dd;E";Zanoli;Salernitana;8;5,69;5,38;0;0;0;0;0;0;0;2;0;1
5695;D;"Ds;E";Haps;Genoa;9;5,83;5,94;0;0;0;0;0;0;1;0;0;0
5718;D;Dc;Viti;Sassuolo;9;5,78;5,56;0;0;0;0;0;0;0;0;0;1
5764;D;Dc;Coppola D.;Verona;10;5,7;5,7;1;0;0;0;0;0;0;6;0;0
6039;D;"Ds;Dc";Cabal;Verona;8;5,81;5,69;0;0;0;0;0;0;0;2;0;0
6055;D;Dc;Thiaw;Milan;13;5,73;5,54;0;0;0;0;0;0;0;3;1;0
6238;D;"Dd;Ds;Dc";Oyono;Frosinone;14;5,82;5,75;0;0;0;0;0;0;1;4;0;0
6396;D;Dc;Natan;Napoli;12;5,83;5,71;0;0;0;0;0;0;0;1;1;0
6432;D;"Dd;Ds;E";Pierozzi;Salernitana;5;6,1;5,9;0;0;0;0;0;0;0;2;0;0
6574;D;Dc;Pasalidis;Salernitana;3;5,17;5;0;0;0;0;0;0;0;1;0;0
660;D;Dc;Gyomber;Salernitana;19;5,37;5,13;0;0;0;0;0;0;0;9;0;0
695;D;Dc;Toloi;Atalanta;6;5,92;5,58;0;0;0;0;0;0;0;2;1;0
2192;D;Dc;Bonifazi;Frosinone;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5017;D;"Ds;E";Ballo-Toure';Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
5316;D;"Ds;Dc";Amione;Verona;8;5,69;5,56;0;0;0;0;0;0;0;2;0;0
5406;D;"Dd;E";Di Pardo;Cagliari;6;5,83;5,83;0;0;0;0;0;0;0;0;0;0
5554;D;"Dd;Dc";Daniliuc;Salernitana;11;5,45;5,36;0;0;0;0;0;0;0;2;0;0
5686;D;E;Soppy;Torino;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
5691;D;Dc;Zima;Torino;3;6;6;0;0;0;0;0;0;0;0;0;0
5701;D;Dc;Obert;Cagliari;9;5,33;5,28;0;0;0;0;0;0;0;1;0;0
5747;D;Dc;Tressoldi;Sassuolo;19;5,16;5,03;0;0;0;0;0;0;0;3;1;0
5748;D;"Dd;E";Hefti;Genoa;5;5,7;5,7;0;0;0;0;0;0;0;0;0;0
5885;D;"Dd;E";Dodo';Fiorentina;3;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6023;D;Dc;Guessand A.;Udinese;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6245;D;"Dd;Dc";Vogliacco;Genoa;7;5,71;5,5;0;0;0;0;0;0;0;3;0;0
6401;D;Dc;Gonzalez F.;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
6438;D;"Dd;Dc";Hatzidiakos;Cagliari;10;5,45;5,4;0;0;0;0;0;0;0;1;0;0
6444;D;Dc;Bonfanti;Atalanta;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6460;D;Dc;Pellegrino;Salernitana;5;5,2;5,2;0;0;0;0;0;0;0;0;0;0
6464;D;Dc;Wieteska;Cagliari;10;5,55;5,45;0;0;0;0;0;0;1;2;1;0
6465;D;"Ds;Dc";Touba;Lecce;6;5,42;5,33;0;0;0;0;0;0;0;1;0;0
6474;D;Dc;Sazonov;Torino;7;5,71;5,64;0;0;0;0;0;0;0;1;0;0
6496;D;"Ds;E";Bartesaghi;Milan;3;6;6;0;0;0;0;0;0;0;0;0;0
6521;D;Dc;Simic J.;Milan;3;6,17;7,17;1;0;0;0;0;0;0;0;0;0
6551;D;Dc;Ilic M.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
139;D;Dc;Dermaku;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
144;D;Dc;Tonelli;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
358;D;"Dd;Ds;E";De Sciglio;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
454;D;Dc;Capradossi;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
770;D;"Ds;E";Pezzella Giu.;Empoli;4;5,38;5,25;0;0;0;0;0;0;0;1;0;0
1876;D;"Ds;E";Pajac;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
2174;D;"Dd;Ds;E";Venuti;Lecce;3;5,5;5,33;0;0;0;0;0;0;0;1;0;0
2181;D;Dc;Palomino;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
2446;D;"Dd;Dc";Donati;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
2737;D;Dc;Bettella;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
2758;D;Dc;Gunter;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
4495;D;Dc;Kumbulla;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
4891;D;Dc;Soumaoro;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
4976;D;"Dd;Dc";Kalulu;Milan;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
5399;D;Dc;Antov;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
5424;D;"Dd;Dc";Amey;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
5757;D;Dc;Cittadini;Genoa;1;6;5,5;0;0;0;0;0;0;0;1;0;0
5994;D;"Ds;Dc";Ebosse;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
6021;D;"Dd;Dc";Abankwah;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
6028;D;"Dd;Dc";Bronn;Salernitana;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
6043;D;Dc;Sosa;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
6056;D;Dc;Guarino;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6149;D;"Ds;E";Carboni F.;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
6189;D;"Dd;E";Missori;Sassuolo;3;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6208;D;Dc;Flamingo;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
6223;D;Dc;Smajlovic;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6237;D;Dc;Szyminski;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0
6239;D;"Ds;E";Klitten;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0
6244;D;Dc;Matturro;Genoa;2;5,25;4,25;0;0;0;0;0;0;0;0;0;1
6253;D;Dc;N'Guessan;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
6407;D;"Dd;Ds;E";Corazza;Bologna;3;5,83;5,67;0;0;0;0;0;0;0;1;0;0
6411;D;Dc;Mateus Lusuardi;Frosinone;3;5,17;5;0;0;0;0;0;0;0;1;0;0
6430;D;Dc;Kalaj;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0
6495;D;Dc;Comuzzo;Fiorentina;1;6;6;0;0;0;0;0;0;0;0;0;0
6531;D;"Dd;Ds;E";Jimenez A.;Milan;1;5;4,5;0;0;0;0;0;0;0;1;0;0
6537;D;"Dd;Dc";Goglichidze;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5800;C;"T;A";Gudmundsson A.;Genoa;24;6,52;7,71;9;0;0;2;2;0;3;3;0;0
2194;C;"M;C";Calhanoglu;Inter;23;6,52;7,72;9;0;0;7;7;0;3;5;0;0
5685;C;"C;T";Koopmeiners;Atalanta;23;6,41;7,54;8;0;0;2;2;0;3;2;0;0
2423;C;"T;A";Pulisic;Milan;24;6,33;7,4;7;0;0;0;0;0;5;1;0;0
2167;C;W;Orsolini;Bologna;21;6,29;7,5;9;0;0;3;2;1;2;1;0;0
5878;C;"C;T";Colpani;Monza;26;6,29;7,15;7;0;0;0;0;0;2;1;0;0
332;C;W;Candreva;Salernitana;25;6,3;7,08;5;0;0;0;0;0;6;3;0;0
5995;C;T;De Ketelaere;Atalanta;23;6,28;7,22;6;0;0;1;1;0;6;1;0;1
536;C;W;Politano;Napoli;25;6,28;7,12;6;0;0;2;2;0;5;2;1;0
5858;C;"C;T";Ferguson;Bologna;25;6,42;7;5;0;0;0;0;0;3;7;0;0
367;C;"C;T";Bonaventura;Fiorentina;24;6,19;6,94;7;0;0;1;0;1;2;4;0;0
2529;C;"C;T";Mkhitaryan;Inter;26;6,46;6,81;2;0;0;0;0;0;5;4;0;0
2085;C;"C;T";Luis Alberto;Lazio;23;6,22;6,78;4;0;0;0;0;0;4;6;0;0
5792;C;"C;T";Ederson D.s.;Atalanta;25;6,16;6,66;5;0;0;0;0;0;1;7;0;0
530;C;"C;T";Pellegrini Lo.;Roma;18;6,17;7,06;5;0;0;0;0;0;3;4;0;0
4199;C;C;Loftus-Cheek;Milan;22;6,16;6,8;5;0;0;0;0;0;1;4;0;0
1870;C;C;Barella;Inter;25;6,36;6,64;2;0;0;0;0;0;3;4;0;0
2077;C;T;Pasalic;Atalanta;22;6,14;6,77;4;0;0;0;0;0;3;2;0;0
5119;C;"C;T";Samardzic;Udinese;23;6,13;6,59;3;0;0;0;0;0;2;1;0;0
6061;C;"W;T";Oudin;Lecce;20;6,22;6,68;3;0;0;0;0;0;1;2;0;0
6206;C;C;Fabbian;Bologna;14;6,32;7,14;4;0;0;0;0;0;1;3;0;0
335;C;"W;A";Felipe Anderson;Lazio;26;6,06;6,6;3;0;0;0;0;0;6;2;0;0
1976;C;"M;C";Mazzitelli;Frosinone;19;6,13;6,79;5;0;0;0;0;0;0;3;1;0
2379;C;C;Rabiot;Juventus;22;6,2;6,7;4;0;0;0;0;0;2;6;0;0
302;C;"C;W";Pereyra;Udinese;18;6,17;6,64;3;0;0;1;1;0;2;5;0;0
5001;C;"T;A";Miranchuk;Atalanta;14;6,18;6,79;2;0;0;0;0;0;3;1;0;0
5688;C;"M;C";Harroui;Frosinone;14;6,14;6,86;3;0;0;1;1;0;2;2;0;0
6106;C;"T;A";Carboni V.;Monza;15;6,13;6,6;2;0;0;0;0;0;1;1;0;0
526;C;C;Duncan;Fiorentina;20;6,12;6,48;1;0;0;0;0;0;5;2;0;0
632;C;"W;A";Zaccagni;Lazio;19;6,13;6,47;3;0;0;0;0;0;0;5;0;0
779;C;"M;C";Cristante;Roma;25;6,14;6,38;2;0;0;0;0;0;3;6;0;0
4427;C;T;Malinovskyi;Genoa;20;6,2;6,52;3;0;0;0;0;0;1;7;0;0
4947;C;"M;C";Brescianini;Frosinone;23;6,09;6,5;3;0;0;0;0;0;1;1;0;0
5791;C;"E;M";Frendrup;Genoa;25;6,28;6,42;1;0;0;0;0;0;3;5;0;0
152;C;"C;T";Zielinski;Napoli;21;5,98;6,33;2;0;0;1;1;0;2;1;0;0
181;C;"M;C";Vecino;Lazio;15;6,13;6,67;3;0;0;0;0;0;1;5;0;0
440;C;C;Viola;Cagliari;18;6,11;6,47;3;0;0;1;0;1;2;3;0;0
795;C;"W;A";El Shaarawy;Roma;20;6,1;6,58;3;0;0;0;0;0;1;1;0;0
2741;C;"C;T";Pessina;Monza;26;6,13;6,46;4;0;0;4;3;1;1;3;0;0
2848;C;C;Frattesi;Inter;18;6,22;6,92;4;0;0;0;0;0;1;1;0;0
4973;C;C;Mckennie;Juventus;24;6,27;6,35;0;0;0;0;0;0;5;6;0;0
5844;C;"C;T";Thorstvedt;Sassuolo;23;5,91;6,35;4;0;0;0;0;0;0;4;0;0
6224;C;"M;C";Reijnders;Milan;24;6,1;6,38;2;0;0;0;0;0;3;5;0;0
4970;C;W;Messias;Genoa;11;6,32;6,59;1;0;0;0;0;0;0;0;0;0
5007;C;C;Ilic;Torino;22;6,11;6,36;2;0;0;0;0;0;1;3;0;0
5687;C;"W;T";Vlasic;Torino;24;6;6,27;2;0;0;0;0;0;2;3;0;0
6573;C;"C;T";Alcaraz;Juventus;2;6;6;0;0;0;0;0;0;0;0;0;0
4186;C;"C;T";Guendouzi;Lazio;24;6,06;6,31;2;0;0;0;0;0;1;2;0;0
4364;C;"C;T";Gaetano;Cagliari;10;6,1;6,95;3;0;0;0;0;0;0;1;0;0
4869;C;"M;C";Dominguez;Bologna;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5919;C;W;Tchaouna;Salernitana;17;5,97;6,26;1;0;0;0;0;0;3;2;0;0
6218;C;"W;T;A";Oristanio;Cagliari;18;6,14;6,5;2;0;0;0;0;0;1;1;0;0
6486;C;"C;W;T";Suslov;Verona;19;6,13;6,32;1;0;0;1;1;0;3;5;0;0
1933;C;"M;C";Mandragora;Fiorentina;20;5,9;6,28;2;0;0;0;0;0;2;2;0;0
4376;C;C;Zurkowski;Empoli;6;6,58;8,42;4;0;0;0;0;0;0;2;0;0
4479;C;"C;W;T";Elmas;Napoli;9;6;6,56;2;0;0;0;0;0;0;2;0;0
4711;C;"E;W";Kostic;Juventus;23;6;6,09;0;0;0;0;0;0;3;2;0;0
5063;C;W;Radonjic;Torino;8;6,06;7,19;3;0;0;0;0;0;0;1;0;0
5823;C;"T;A";Baldanzi;Roma;16;6,09;6,44;2;0;0;0;0;0;0;1;0;0
6112;C;W;Iling Junior;Juventus;11;6,09;6,55;1;0;0;0;0;0;2;0;0;0
22;C;"M;C";De Roon;Atalanta;23;6,02;6,04;0;0;0;0;0;0;5;9;0;0
468;C;"M;C";Paredes;Roma;24;6,04;6,23;2;0;0;2;2;0;4;11;0;0
801;C;"M;C";Gagliardini;Monza;24;5,92;6;1;0;0;0;0;0;1;4;0;0
827;C;"M;C";Locatelli;Juventus;24;5,92;6,04;1;0;0;0;0;0;3;6;0;0
2117;C;"C;T";Kastanos;Salernitana;20;6,02;6,25;2;0;0;0;0;0;0;4;0;0
4285;C;"M;C";Arthur Melo;Fiorentina;25;6,02;6,04;0;0;0;0;0;0;1;1;0;0
4342;C;"C;T";Duda;Verona;22;6,07;6,02;1;0;0;1;0;1;4;6;2;0
4514;C;"E;C";Nandez;Cagliari;19;5,95;6,08;1;0;0;1;1;0;1;4;0;0
5397;C;"C;T";Kovalenko;Empoli;11;6,05;6,41;1;0;0;0;0;0;1;0;0;0
5511;C;C;Matheus Henrique;Sassuolo;20;5,85;6,08;2;0;0;0;0;0;1;5;0;0
5850;C;"C;T";Lovric;Udinese;24;6;6,15;1;0;0;0;0;0;2;1;1;0
5870;C;"M;C";Hjulmand;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6054;C;"M;C";Moro N.;Bologna;14;6,04;6,25;1;0;0;0;0;0;0;0;0;0
6252;C;"C;T";Folorunsho;Verona;25;5,92;6,24;3;0;0;0;0;0;1;4;0;0
788;C;"M;C";Freuler;Bologna;21;6,12;6,12;1;0;0;0;0;0;0;6;0;0
2392;C;"M;C";Walace;Udinese;26;5,92;6,08;2;0;0;0;0;0;0;4;0;0
2528;C;"M;C";Matic;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
4142;C;"C;T";Aouar;Roma;8;6;6,56;2;0;0;0;0;0;0;3;0;0
4486;C;W;Strefezza;Lecce;19;5,82;5,87;1;0;0;1;1;0;0;4;0;0
4856;C;"W;A";Chukwueze;Milan;12;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5423;C;C;Bove;Roma;22;6,05;6,05;0;0;0;0;0;0;1;2;0;0
5451;C;T;Bajrami;Sassuolo;19;5,95;6,16;1;0;0;0;0;0;1;0;0;0
5735;C;T;Volpato;Sassuolo;11;5,95;6,23;1;0;0;0;0;0;0;0;0;0
5875;C;T;Adli;Milan;15;6,07;6,2;1;0;0;0;0;0;0;2;0;0
170;C;"M;C";Badelj;Genoa;21;5,93;5,95;0;0;0;0;0;0;3;5;0;0
236;C;"E;W";Lazovic;Verona;19;5,82;5,92;1;0;0;0;0;0;0;0;1;0
376;C;"W;T";Verdi;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
4287;C;"M;C";Lobotka;Napoli;26;5,9;5,88;0;0;0;0;0;0;1;3;0;0
4393;C;"M;C";Schouten;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
4892;C;W;Saelemaekers;Bologna;19;5,95;6,05;1;0;0;0;0;0;2;4;1;0
4965;C;"M;C";Marin;Empoli;19;6;6,08;0;0;0;0;0;0;2;1;0;0
5093;C;"W;T";Reinier;Frosinone;11;5,95;6,23;1;0;0;0;0;0;1;2;0;0
5564;C;"W;A";Ndoye;Bologna;20;6,05;6,02;0;0;0;0;0;0;1;3;0;0
5784;C;"C;W;T";Aebischer;Bologna;22;6,05;5,95;0;0;0;0;0;0;1;6;0;0
5788;C;"T;A";Sabiri;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
333;C;"M;C";Cataldi;Lazio;17;6,03;6,06;1;0;0;0;0;0;0;6;0;0
2857;C;"W;T";Traore' Hj.;Napoli;2;6,25;6,25;0;0;0;0;0;0;0;0;0;0
4662;C;"E;W";Weah;Juventus;17;5,97;5,97;0;0;0;0;0;0;1;2;0;0
4890;C;"M;C";Tameze;Torino;20;5,92;5,92;0;0;0;0;0;0;2;5;0;0
4896;C;"T;A";Maldini;Monza;9;6;6,39;1;0;0;0;0;0;1;1;0;0
5453;C;"M;C";Ricci S.;Torino;20;5,92;5,98;1;0;0;0;0;0;0;4;0;0
5719;C;"M;C";Asllani;Inter;9;6,17;6,33;0;0;0;0;0;0;2;1;0;0
5880;C;"E;W";Ciurria;Monza;21;5,86;5,86;0;0;0;0;0;0;1;2;0;0
5992;C;"C;T";Bondo;Monza;14;5,89;6;1;0;0;0;0;0;0;3;0;0
6010;C;"C;T";Fazzini;Empoli;16;5,97;6,09;1;0;0;0;0;0;1;4;0;0
6219;C;"M;C";Boloca;Sassuolo;21;5,86;5,83;1;0;0;0;0;0;0;5;1;0
6480;C;W;Tchatchoua;Verona;18;5,78;5,81;0;0;0;0;0;0;1;1;0;0
6481;C;"C;T";Payero;Udinese;18;5,83;5,94;1;0;0;0;0;0;1;2;1;0
6492;C;"C;W;T";Ibrahimovic A.;Frosinone;7;6,07;6,57;1;0;0;0;0;0;1;1;0;0
27;C;M;Grassi;Empoli;22;5,91;5,77;0;0;0;0;0;0;1;4;0;1
470;C;"M;C";Strootman;Genoa;14;5,93;5,96;0;0;0;0;0;0;2;3;0;0
1987;C;"E;C";Jankto;Cagliari;12;5,88;6,04;0;0;0;0;0;0;2;0;0;0
2543;C;C;Renato Sanches;Roma;4;6;6,5;1;0;0;0;0;0;0;2;0;0
2818;C;"M;C";Bennacer;Milan;8;5,94;6;0;0;0;0;0;0;1;1;0;0
2839;C;W;Sottil;Fiorentina;12;5,88;6,21;1;0;0;0;0;0;1;0;0;0
4220;C;"M;C";Zambo Anguissa;Napoli;21;5,9;5,93;0;0;0;0;0;0;1;1;0;0
4404;C;"M;C";Thorsby;Genoa;13;5,81;6,08;1;0;0;0;0;0;1;1;0;0
4459;C;"M;C";Rovella;Lazio;17;6,09;5,94;0;0;0;0;0;0;0;5;0;0
4522;C;"M;C";Amrabat;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5295;C;C;Musah;Milan;16;5,97;5,91;0;0;0;0;0;0;1;4;0;0
5813;C;"C;T";Miretti;Juventus;14;5,82;6,04;1;0;0;0;0;0;1;2;0;0
5949;C;"W;T";Lindstrom;Napoli;14;5,96;5,89;0;0;0;0;0;0;0;2;0;0
5999;C;C;Gonzalez J.;Lecce;17;5,94;5,94;1;0;0;0;0;0;0;6;0;0
26;C;"W;T";Gomez;Monza;2;6,25;6,25;0;0;0;0;0;0;0;0;0;0
150;C;"W;T";Saponara;Verona;10;6;6;0;0;0;0;0;0;0;0;0;0
2172;C;T;Barak;Fiorentina;6;6,08;6,5;1;0;0;0;0;0;0;1;0;0
4272;C;M;Dendoncker;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
4658;C;W;Ikone';Fiorentina;16;5,72;5,81;1;0;0;0;0;0;1;5;0;0
5422;C;E;Zalewski;Roma;17;5,79;5,76;0;0;0;0;0;0;1;1;1;0
5457;C;C;Maleh;Empoli;23;5,72;5,52;0;0;0;0;0;0;0;9;0;0
5499;C;"M;C";Hongla;Verona;14;5,82;5,82;0;0;0;0;0;0;0;0;0;0
5879;C;"T;A";Vignato S.;Monza;8;6;6,25;1;0;0;0;0;0;0;2;0;0
5948;C;"C;T";Kamada;Lazio;15;5,73;5,9;1;0;0;0;0;0;0;1;0;0
6175;C;"M;C";Barrenechea;Frosinone;24;5,83;5,71;0;0;0;0;0;0;1;8;0;0
